telemetry_id,machine_id,timestamp,vibration_mm_s,temperature_celsius,current_ampere,pressure_bar,operating_rpm,machine_state
TEL-10909,MCH-STABILIZER-01,2026-07-06 09:00:00,1.77,57.4,37.5,157.0,0.0,RUNNING
TEL-10910,MCH-TESTING-01,2026-07-06 09:00:00,2.11,58.1,39.2,155.4,0.0,RUNNING
TEL-10911,MCH-COILING-01,2026-07-06 10:00:00,1.6,51.5,36.4,157.4,1443.6,RUNNING
TEL-10912,MCH-COILING-02,2026-07-06 10:00:00,1.92,57.6,38.9,153.8,1457.1,RUNNING
TEL-10913,MCH-HEATTREAT-01,2026-07-06 10:00:00,1.11,849.9,35.4,162.3,0.0,RUNNING
TEL-10914,MCH-TEMPERING-01,2026-07-06 10:00:00,2.05,58.9,39.6,157.6,0.0,RUNNING
TEL-10915,MCH-SHOTPEEN-01,2026-07-06 10:00:00,0.92,51.8,36.7,158.1,0.0,RUNNING
TEL-10916,MCH-STABILIZER-01,2026-07-06 10:00:00,1.97,53.8,38.3,156.1,0.0,RUNNING
TEL-10917,MCH-TESTING-01,2026-07-06 10:00:00,2.24,60.6,38.4,153.0,0.0,RUNNING
TEL-10918,MCH-COILING-01,2026-07-06 11:00:00,1.49,53.6,36.2,156.7,1447.7,RUNNING
TEL-10919,MCH-COILING-02,2026-07-06 11:00:00,2.2,59.4,39.6,155.6,1459.0,RUNNING
TEL-10920,MCH-HEATTREAT-01,2026-07-06 11:00:00,0.92,852.8,37.1,162.3,0.0,RUNNING
TEL-10921,MCH-TEMPERING-01,2026-07-06 11:00:00,1.76,56.1,37.5,154.9,0.0,RUNNING
TEL-10922,MCH-SHOTPEEN-01,2026-07-06 11:00:00,1.29,47.6,36.9,160.7,0.0,RUNNING
TEL-10923,MCH-STABILIZER-01,2026-07-06 11:00:00,1.71,54.2,39.0,153.9,0.0,RUNNING
TEL-10924,MCH-TESTING-01,2026-07-06 11:00:00,2.19,59.7,39.9,153.9,0.0,RUNNING
TEL-10925,MCH-COILING-01,2026-07-06 12:00:00,1.6,50.0,36.5,158.3,1451.3,RUNNING
TEL-10926,MCH-COILING-02,2026-07-06 12:00:00,2.11,54.6,40.1,157.0,1461.4,RUNNING
TEL-10927,MCH-HEATTREAT-01,2026-07-06 12:00:00,0.96,854.0,35.5,156.6,0.0,RUNNING
TEL-10928,MCH-TEMPERING-01,2026-07-06 12:00:00,1.97,58.2,39.8,152.9,0.0,RUNNING
TEL-10929,MCH-SHOTPEEN-01,2026-07-06 12:00:00,1.04,49.9,36.9,159.1,0.0,RUNNING
TEL-10930,MCH-STABILIZER-01,2026-07-06 12:00:00,1.92,56.5,38.6,155.4,0.0,RUNNING
TEL-10931,MCH-TESTING-01,2026-07-06 12:00:00,1.96,56.5,39.7,153.1,0.0,RUNNING
TEL-10932,MCH-COILING-01,2026-07-06 13:00:00,1.72,50.0,35.1,158.8,1438.8,RUNNING
TEL-10933,MCH-COILING-02,2026-07-06 13:00:00,2.22,58.2,40.1,154.8,1446.4,RUNNING
TEL-10934,MCH-HEATTREAT-01,2026-07-06 13:00:00,1.17,851.1,34.4,157.9,0.0,RUNNING
TEL-10935,MCH-TEMPERING-01,2026-07-06 13:00:00,1.83,53.7,39.2,157.1,0.0,RUNNING
TEL-10936,MCH-SHOTPEEN-01,2026-07-06 13:00:00,0.98,50.9,34.8,159.7,0.0,RUNNING
TEL-10937,MCH-STABILIZER-01,2026-07-06 13:00:00,1.9,55.8,37.2,154.8,0.0,IDLE
TEL-10938,MCH-TESTING-01,2026-07-06 13:00:00,2.07,58.5,38.9,151.4,0.0,RUNNING
TEL-10939,MCH-COILING-01,2026-07-06 14:00:00,1.69,49.4,36.4,160.1,1455.0,RUNNING
TEL-10940,MCH-COILING-02,2026-07-06 14:00:00,2.01,60.7,38.4,154.9,1464.2,RUNNING
TEL-10941,MCH-HEATTREAT-01,2026-07-06 14:00:00,1.12,849.8,35.0,158.2,0.0,RUNNING
TEL-10942,MCH-TEMPERING-01,2026-07-06 14:00:00,2.03,57.2,40.1,156.2,0.0,RUNNING
TEL-10943,MCH-SHOTPEEN-01,2026-07-06 14:00:00,1.15,49.2,36.3,158.9,0.0,RUNNING
TEL-10944,MCH-STABILIZER-01,2026-07-06 14:00:00,1.84,53.5,39.6,155.0,0.0,RUNNING
TEL-10945,MCH-TESTING-01,2026-07-06 14:00:00,2.21,56.8,39.2,152.3,0.0,RUNNING
TEL-10946,MCH-COILING-01,2026-07-06 15:00:00,1.68,51.7,37.6,159.0,1450.5,RUNNING
TEL-10947,MCH-COILING-02,2026-07-06 15:00:00,2.09,58.7,40.2,156.7,1443.0,RUNNING
TEL-10948,MCH-HEATTREAT-01,2026-07-06 15:00:00,1.1,854.0,36.9,162.0,0.0,RUNNING
TEL-10949,MCH-TEMPERING-01,2026-07-06 15:00:00,1.73,54.4,38.6,153.4,0.0,RUNNING
TEL-10950,MCH-SHOTPEEN-01,2026-07-06 15:00:00,1.22,52.9,35.9,160.9,0.0,RUNNING
TEL-10951,MCH-STABILIZER-01,2026-07-06 15:00:00,1.95,58.5,37.9,153.7,0.0,RUNNING
TEL-10952,MCH-TESTING-01,2026-07-06 15:00:00,2.22,56.3,38.6,151.7,0.0,IDLE
TEL-10953,MCH-COILING-01,2026-07-06 16:00:00,1.73,50.1,36.4,161.2,1447.7,RUNNING
TEL-10954,MCH-COILING-02,2026-07-06 16:00:00,1.97,56.2,37.9,155.8,1443.3,RUNNING
TEL-10955,MCH-HEATTREAT-01,2026-07-06 16:00:00,1.04,848.7,36.4,161.1,0.0,RUNNING
TEL-10956,MCH-TEMPERING-01,2026-07-06 16:00:00,2.06,55.1,38.1,152.3,0.0,RUNNING
TEL-10957,MCH-SHOTPEEN-01,2026-07-06 16:00:00,1.27,51.8,37.3,158.1,0.0,RUNNING
TEL-10958,MCH-STABILIZER-01,2026-07-06 16:00:00,2.03,54.6,38.9,155.0,0.0,RUNNING
TEL-10959,MCH-TESTING-01,2026-07-06 16:00:00,2.21,58.6,40.3,154.0,0.0,RUNNING
TEL-10960,MCH-COILING-01,2026-07-06 17:00:00,1.45,52.0,37.3,157.1,1460.0,RUNNING
TEL-10961,MCH-COILING-02,2026-07-06 17:00:00,2.21,59.3,40.6,152.3,1438.2,RUNNING
TEL-10962,MCH-HEATTREAT-01,2026-07-06 17:00:00,0.89,851.1,36.8,156.7,0.0,RUNNING
TEL-10963,MCH-TEMPERING-01,2026-07-06 17:00:00,1.99,53.8,38.8,154.8,0.0,RUNNING
TEL-10964,MCH-SHOTPEEN-01,2026-07-06 17:00:00,1.03,52.5,35.1,158.6,0.0,RUNNING
TEL-10965,MCH-STABILIZER-01,2026-07-06 17:00:00,1.82,57.2,39.9,152.2,0.0,RUNNING
TEL-10966,MCH-TESTING-01,2026-07-06 17:00:00,2.26,55.1,40.7,154.8,0.0,RUNNING
TEL-10967,MCH-COILING-01,2026-07-06 18:00:00,1.57,52.3,37.1,160.7,1455.6,RUNNING
TEL-10968,MCH-COILING-02,2026-07-06 18:00:00,1.99,57.3,37.8,156.8,1462.8,RUNNING
TEL-10969,MCH-HEATTREAT-01,2026-07-06 18:00:00,0.9,854.5,36.5,158.2,0.0,RUNNING
TEL-10970,MCH-TEMPERING-01,2026-07-06 18:00:00,1.77,56.0,38.1,156.8,0.0,RUNNING
TEL-10971,MCH-SHOTPEEN-01,2026-07-06 18:00:00,1.23,49.2,34.9,160.4,0.0,RUNNING
TEL-10972,MCH-STABILIZER-01,2026-07-06 18:00:00,1.99,59.1,38.1,154.5,0.0,RUNNING
TEL-10973,MCH-TESTING-01,2026-07-06 18:00:00,1.98,55.8,38.7,151.2,0.0,RUNNING
TEL-10974,MCH-COILING-01,2026-07-06 19:00:00,1.7,51.7,35.9,159.4,1457.9,RUNNING
TEL-10975,MCH-COILING-02,2026-07-06 19:00:00,1.96,57.3,39.7,151.1,1441.0,RUNNING
TEL-10976,MCH-HEATTREAT-01,2026-07-06 19:00:00,1.01,849.1,35.0,160.7,0.0,RUNNING
TEL-10977,MCH-TEMPERING-01,2026-07-06 19:00:00,1.97,53.9,39.0,154.4,0.0,RUNNING
TEL-10978,MCH-SHOTPEEN-01,2026-07-06 19:00:00,1.1,53.1,35.0,156.8,0.0,RUNNING
TEL-10979,MCH-STABILIZER-01,2026-07-06 19:00:00,1.83,54.9,37.4,154.2,0.0,RUNNING
TEL-10980,MCH-TESTING-01,2026-07-06 19:00:00,2.09,60.2,39.6,150.9,0.0,IDLE
TEL-10981,MCH-COILING-01,2026-07-06 20:00:00,1.64,52.1,35.6,155.8,1448.9,RUNNING
TEL-10982,MCH-COILING-02,2026-07-06 20:00:00,2.23,54.8,39.6,154.6,1439.5,RUNNING
TEL-10983,MCH-HEATTREAT-01,2026-07-06 20:00:00,0.85,852.1,34.2,159.5,0.0,RUNNING
TEL-10984,MCH-TEMPERING-01,2026-07-06 20:00:00,2.08,58.5,38.7,153.3,0.0,RUNNING
TEL-10985,MCH-SHOTPEEN-01,2026-07-06 20:00:00,1.29,52.7,35.4,160.2,0.0,RUNNING
TEL-10986,MCH-STABILIZER-01,2026-07-06 20:00:00,1.87,54.4,37.8,156.9,0.0,RUNNING
TEL-10987,MCH-TESTING-01,2026-07-06 20:00:00,2.02,56.0,40.3,151.0,0.0,RUNNING
TEL-10988,MCH-COILING-01,2026-07-06 21:00:00,1.51,51.0,35.7,158.8,1454.4,RUNNING
TEL-10989,MCH-COILING-02,2026-07-06 21:00:00,2.08,60.1,40.7,153.4,1441.4,RUNNING
TEL-10990,MCH-HEATTREAT-01,2026-07-06 21:00:00,0.95,852.3,34.4,159.7,0.0,RUNNING
TEL-10991,MCH-TEMPERING-01,2026-07-06 21:00:00,2.08,56.2,38.2,155.6,0.0,RUNNING
TEL-10992,MCH-SHOTPEEN-01,2026-07-06 21:00:00,1.24,52.0,37.1,155.8,0.0,RUNNING
TEL-10993,MCH-STABILIZER-01,2026-07-06 21:00:00,1.85,59.4,39.2,152.8,0.0,RUNNING
TEL-10994,MCH-TESTING-01,2026-07-06 21:00:00,1.96,56.0,38.4,153.8,0.0,RUNNING
TEL-10995,MCH-COILING-01,2026-07-06 22:00:00,1.6,48.7,37.1,157.9,1442.8,RUNNING
TEL-10996,MCH-COILING-02,2026-07-06 22:00:00,2.28,57.7,40.7,152.7,1445.8,RUNNING
TEL-10997,MCH-HEATTREAT-01,2026-07-06 22:00:00,1.14,850.1,36.7,161.9,0.0,RUNNING
TEL-10998,MCH-TEMPERING-01,2026-07-06 22:00:00,1.88,54.2,39.4,154.9,0.0,RUNNING
TEL-10999,MCH-SHOTPEEN-01,2026-07-06 22:00:00,1.14,53.4,36.6,158.4,0.0,RUNNING
TEL-11000,MCH-STABILIZER-01,2026-07-06 22:00:00,1.72,54.2,38.6,153.0,0.0,RUNNING
TEL-11001,MCH-TESTING-01,2026-07-06 22:00:00,1.99,60.6,39.4,153.5,0.0,RUNNING
TEL-11002,MCH-COILING-01,2026-07-06 23:00:00,1.64,51.1,35.3,159.6,1439.4,RUNNING
TEL-11003,MCH-COILING-02,2026-07-06 23:00:00,1.97,56.3,40.3,155.5,1459.7,RUNNING
TEL-11004,MCH-HEATTREAT-01,2026-07-06 23:00:00,1.04,849.8,37.2,156.4,0.0,RUNNING
TEL-11005,MCH-TEMPERING-01,2026-07-06 23:00:00,1.78,59.1,37.9,154.9,0.0,RUNNING
TEL-11006,MCH-SHOTPEEN-01,2026-07-06 23:00:00,1.05,49.3,37.6,156.5,0.0,RUNNING
TEL-11007,MCH-STABILIZER-01,2026-07-06 23:00:00,2.07,53.7,38.1,152.1,0.0,RUNNING
TEL-11008,MCH-TESTING-01,2026-07-06 23:00:00,2.22,57.9,39.8,152.4,0.0,RUNNING
TEL-11009,MCH-COILING-01,2026-07-07 00:00:00,1.55,49.4,36.7,158.4,1438.6,RUNNING
TEL-11010,MCH-COILING-02,2026-07-07 00:00:00,2.1,57.4,39.2,150.8,1461.3,RUNNING
TEL-11011,MCH-HEATTREAT-01,2026-07-07 00:00:00,0.9,853.3,35.9,160.1,0.0,RUNNING
TEL-11012,MCH-TEMPERING-01,2026-07-07 00:00:00,2.2,56.8,38.9,156.4,0.0,RUNNING
TEL-11013,MCH-SHOTPEEN-01,2026-07-07 00:00:00,1.07,52.2,37.4,160.9,0.0,RUNNING
TEL-11014,MCH-STABILIZER-01,2026-07-07 00:00:00,1.85,54.7,39.5,156.5,0.0,RUNNING
TEL-11015,MCH-TESTING-01,2026-07-07 00:00:00,2.12,57.5,39.6,153.3,0.0,RUNNING
TEL-11016,MCH-COILING-01,2026-07-07 01:00:00,1.58,53.2,36.4,155.5,1460.5,RUNNING
TEL-11017,MCH-COILING-02,2026-07-07 01:00:00,2.16,60.2,38.8,155.4,1445.2,RUNNING
TEL-11018,MCH-HEATTREAT-01,2026-07-07 01:00:00,0.87,851.3,36.7,158.3,0.0,RUNNING
TEL-11019,MCH-TEMPERING-01,2026-07-07 01:00:00,1.89,58.9,38.8,152.7,0.0,RUNNING
TEL-11020,MCH-SHOTPEEN-01,2026-07-07 01:00:00,1.2,50.9,36.4,160.3,0.0,RUNNING
TEL-11021,MCH-STABILIZER-01,2026-07-07 01:00:00,1.98,54.2,38.0,151.4,0.0,RUNNING
TEL-11022,MCH-TESTING-01,2026-07-07 01:00:00,2.43,56.2,39.2,156.2,0.0,RUNNING
TEL-11023,MCH-COILING-01,2026-07-07 02:00:00,1.56,53.9,37.3,158.5,1462.1,RUNNING
TEL-11024,MCH-COILING-02,2026-07-07 02:00:00,2.25,59.8,40.1,153.7,1443.9,RUNNING
TEL-11025,MCH-HEATTREAT-01,2026-07-07 02:00:00,1.11,852.4,35.3,160.6,0.0,RUNNING
TEL-11026,MCH-TEMPERING-01,2026-07-07 02:00:00,1.83,55.8,39.1,156.9,0.0,RUNNING
TEL-11027,MCH-SHOTPEEN-01,2026-07-07 02:00:00,1.21,49.6,36.6,159.9,0.0,RUNNING
TEL-11028,MCH-STABILIZER-01,2026-07-07 02:00:00,2.11,59.8,39.9,153.7,0.0,RUNNING
TEL-11029,MCH-TESTING-01,2026-07-07 02:00:00,2.17,55.8,39.3,154.6,0.0,RUNNING
TEL-11030,MCH-COILING-01,2026-07-07 03:00:00,1.59,55.5,36.2,155.2,1451.6,RUNNING
TEL-11031,MCH-COILING-02,2026-07-07 03:00:00,2.3,56.2,38.2,155.3,1452.8,RUNNING
TEL-11032,MCH-HEATTREAT-01,2026-07-07 03:00:00,1.15,853.6,37.4,156.8,0.0,RUNNING
TEL-11033,MCH-TEMPERING-01,2026-07-07 03:00:00,1.97,58.0,38.6,151.6,0.0,RUNNING
TEL-11034,MCH-SHOTPEEN-01,2026-07-07 03:00:00,1.08,50.2,37.2,157.9,0.0,RUNNING
TEL-11035,MCH-STABILIZER-01,2026-07-07 03:00:00,2.16,60.5,39.3,156.7,0.0,RUNNING
TEL-11036,MCH-TESTING-01,2026-07-07 03:00:00,2.27,59.5,39.3,152.0,0.0,RUNNING
TEL-11037,MCH-COILING-01,2026-07-07 04:00:00,1.82,53.4,37.5,157.8,1442.4,RUNNING
TEL-11038,MCH-COILING-02,2026-07-07 04:00:00,2.23,60.5,39.2,151.1,1456.3,RUNNING
TEL-11039,MCH-HEATTREAT-01,2026-07-07 04:00:00,0.87,849.2,37.1,159.0,0.0,RUNNING
TEL-11040,MCH-TEMPERING-01,2026-07-07 04:00:00,1.97,57.4,39.3,154.5,0.0,RUNNING
TEL-11041,MCH-SHOTPEEN-01,2026-07-07 04:00:00,1.14,51.5,36.3,157.8,0.0,RUNNING
TEL-11042,MCH-STABILIZER-01,2026-07-07 04:00:00,2.03,60.4,40.1,152.2,0.0,RUNNING
TEL-11043,MCH-TESTING-01,2026-07-07 04:00:00,2.34,56.4,40.4,155.4,0.0,RUNNING
TEL-11044,MCH-COILING-01,2026-07-07 05:00:00,1.62,52.1,37.6,160.3,1446.1,RUNNING
TEL-11045,MCH-COILING-02,2026-07-07 05:00:00,2.23,57.8,38.5,154.0,1436.2,RUNNING
TEL-11046,MCH-HEATTREAT-01,2026-07-07 05:00:00,0.98,855.3,35.3,159.0,0.0,RUNNING
TEL-11047,MCH-TEMPERING-01,2026-07-07 05:00:00,1.88,57.8,37.7,156.7,0.0,RUNNING
TEL-11048,MCH-SHOTPEEN-01,2026-07-07 05:00:00,1.12,53.6,36.5,155.9,0.0,RUNNING
TEL-11049,MCH-STABILIZER-01,2026-07-07 05:00:00,2.18,56.7,39.3,154.7,0.0,RUNNING
TEL-11050,MCH-TESTING-01,2026-07-07 05:00:00,2.37,58.7,40.4,153.9,0.0,RUNNING
TEL-11051,MCH-COILING-01,2026-07-07 06:00:00,1.74,52.0,36.7,157.4,1461.0,RUNNING
TEL-11052,MCH-COILING-02,2026-07-07 06:00:00,2.31,59.5,39.3,151.9,1446.9,RUNNING
TEL-11053,MCH-HEATTREAT-01,2026-07-07 06:00:00,1.22,854.6,36.6,160.0,0.0,RUNNING
TEL-11054,MCH-TEMPERING-01,2026-07-07 06:00:00,2.11,57.7,39.9,155.6,0.0,RUNNING
TEL-11055,MCH-SHOTPEEN-01,2026-07-07 06:00:00,1.08,51.9,35.6,158.9,0.0,RUNNING
TEL-11056,MCH-STABILIZER-01,2026-07-07 06:00:00,1.86,57.7,38.2,154.2,0.0,RUNNING
TEL-11057,MCH-TESTING-01,2026-07-07 06:00:00,2.1,61.7,38.8,150.4,0.0,RUNNING
TEL-11058,MCH-COILING-01,2026-07-07 07:00:00,1.64,53.6,38.0,157.3,1459.2,RUNNING
TEL-11059,MCH-COILING-02,2026-07-07 07:00:00,2.15,55.5,40.7,150.7,1448.1,RUNNING
TEL-11060,MCH-HEATTREAT-01,2026-07-07 07:00:00,1.18,850.9,35.2,156.8,0.0,RUNNING
TEL-11061,MCH-TEMPERING-01,2026-07-07 07:00:00,1.89,54.9,38.3,151.9,0.0,RUNNING
TEL-11062,MCH-SHOTPEEN-01,2026-07-07 07:00:00,1.19,49.3,36.9,157.1,0.0,IDLE
TEL-11063,MCH-STABILIZER-01,2026-07-07 07:00:00,1.86,56.6,38.6,153.8,0.0,RUNNING
TEL-11064,MCH-TESTING-01,2026-07-07 07:00:00,2.2,61.0,38.7,151.5,0.0,RUNNING
TEL-11065,MCH-COILING-01,2026-07-07 08:00:00,1.77,52.2,37.6,157.0,1438.5,RUNNING
TEL-11066,MCH-COILING-02,2026-07-07 08:00:00,2.18,57.8,39.6,153.0,1442.0,RUNNING
TEL-11067,MCH-HEATTREAT-01,2026-07-07 08:00:00,0.94,855.1,36.4,157.6,0.0,RUNNING
TEL-11068,MCH-TEMPERING-01,2026-07-07 08:00:00,2.14,55.9,38.8,151.9,0.0,RUNNING
TEL-11069,MCH-SHOTPEEN-01,2026-07-07 08:00:00,1.11,54.5,36.1,161.1,0.0,RUNNING
TEL-11070,MCH-STABILIZER-01,2026-07-07 08:00:00,2.05,56.8,40.3,154.0,0.0,IDLE
TEL-11071,MCH-TESTING-01,2026-07-07 08:00:00,2.24,61.0,39.2,156.1,0.0,IDLE
TEL-11072,MCH-COILING-01,2026-07-07 09:00:00,1.91,52.1,37.2,159.7,1446.4,RUNNING
TEL-11073,MCH-COILING-02,2026-07-07 09:00:00,2.25,59.0,39.6,150.8,1457.2,RUNNING
TEL-11074,MCH-HEATTREAT-01,2026-07-07 09:00:00,0.96,851.4,34.8,156.9,0.0,RUNNING
TEL-11075,MCH-TEMPERING-01,2026-07-07 09:00:00,1.94,56.8,39.4,157.1,0.0,RUNNING
TEL-11076,MCH-SHOTPEEN-01,2026-07-07 09:00:00,1.3,50.5,35.8,159.7,0.0,RUNNING
TEL-11077,MCH-STABILIZER-01,2026-07-07 09:00:00,1.93,60.4,38.6,154.1,0.0,RUNNING
TEL-11078,MCH-TESTING-01,2026-07-07 09:00:00,2.06,60.1,40.2,150.3,0.0,RUNNING
TEL-11079,MCH-COILING-01,2026-07-07 10:00:00,1.9,53.4,36.6,160.0,1456.1,RUNNING
TEL-11080,MCH-COILING-02,2026-07-07 10:00:00,2.21,60.3,40.0,151.0,1435.9,RUNNING
TEL-11081,MCH-HEATTREAT-01,2026-07-07 10:00:00,1.1,853.2,35.5,161.0,0.0,RUNNING
TEL-11082,MCH-TEMPERING-01,2026-07-07 10:00:00,1.97,55.1,39.9,155.5,0.0,IDLE
TEL-11083,MCH-SHOTPEEN-01,2026-07-07 10:00:00,1.22,54.3,36.3,156.5,0.0,IDLE
TEL-11084,MCH-STABILIZER-01,2026-07-07 10:00:00,1.95,60.0,38.7,151.8,0.0,RUNNING
TEL-11085,MCH-TESTING-01,2026-07-07 10:00:00,2.17,60.3,39.0,153.2,0.0,RUNNING
TEL-11086,MCH-COILING-01,2026-07-07 11:00:00,1.65,54.9,37.5,155.9,1440.9,RUNNING
TEL-11087,MCH-COILING-02,2026-07-07 11:00:00,2.15,60.8,39.8,153.5,1451.6,RUNNING
TEL-11088,MCH-HEATTREAT-01,2026-07-07 11:00:00,1.06,853.3,36.1,156.5,0.0,RUNNING
TEL-11089,MCH-TEMPERING-01,2026-07-07 11:00:00,1.85,55.6,39.3,152.7,0.0,RUNNING
TEL-11090,MCH-SHOTPEEN-01,2026-07-07 11:00:00,1.34,49.5,37.1,161.1,0.0,RUNNING
TEL-11091,MCH-STABILIZER-01,2026-07-07 11:00:00,2.05,55.7,39.3,154.0,0.0,RUNNING
TEL-11092,MCH-TESTING-01,2026-07-07 11:00:00,2.31,61.7,38.4,155.9,0.0,RUNNING
TEL-11093,MCH-COILING-01,2026-07-07 12:00:00,1.94,50.8,37.4,157.5,1445.8,RUNNING
TEL-11094,MCH-COILING-02,2026-07-07 12:00:00,2.35,56.6,38.9,153.1,1448.5,IDLE
TEL-11095,MCH-HEATTREAT-01,2026-07-07 12:00:00,0.91,849.4,36.1,156.3,0.0,RUNNING
TEL-11096,MCH-TEMPERING-01,2026-07-07 12:00:00,2.22,56.7,37.8,152.9,0.0,RUNNING
TEL-11097,MCH-SHOTPEEN-01,2026-07-07 12:00:00,1.15,52.3,35.3,158.1,0.0,RUNNING
TEL-11098,MCH-STABILIZER-01,2026-07-07 12:00:00,2.07,58.1,38.6,152.8,0.0,RUNNING
TEL-11099,MCH-TESTING-01,2026-07-07 12:00:00,2.15,57.8,38.5,152.3,0.0,RUNNING
TEL-11100,MCH-COILING-01,2026-07-07 13:00:00,1.92,54.1,37.2,159.2,1453.8,RUNNING
TEL-11101,MCH-COILING-02,2026-07-07 13:00:00,2.03,55.6,38.2,152.4,1460.4,RUNNING
TEL-11102,MCH-HEATTREAT-01,2026-07-07 13:00:00,0.89,854.8,35.7,157.9,0.0,RUNNING
TEL-11103,MCH-TEMPERING-01,2026-07-07 13:00:00,1.85,58.4,39.2,153.1,0.0,RUNNING
TEL-11104,MCH-SHOTPEEN-01,2026-07-07 13:00:00,1.07,53.1,35.7,158.8,0.0,RUNNING
TEL-11105,MCH-STABILIZER-01,2026-07-07 13:00:00,1.84,56.5,40.0,156.6,0.0,RUNNING
TEL-11106,MCH-TESTING-01,2026-07-07 13:00:00,2.19,61.7,40.6,153.0,0.0,RUNNING
TEL-11107,MCH-COILING-01,2026-07-07 14:00:00,1.61,49.7,37.1,155.1,1458.7,RUNNING
TEL-11108,MCH-COILING-02,2026-07-07 14:00:00,2.22,59.3,38.9,153.1,1456.7,RUNNING
TEL-11109,MCH-HEATTREAT-01,2026-07-07 14:00:00,0.93,854.0,34.6,158.0,0.0,RUNNING
TEL-11110,MCH-TEMPERING-01,2026-07-07 14:00:00,2.21,58.9,38.5,156.7,0.0,RUNNING
TEL-11111,MCH-SHOTPEEN-01,2026-07-07 14:00:00,1.09,50.2,36.0,157.4,0.0,IDLE
TEL-11112,MCH-STABILIZER-01,2026-07-07 14:00:00,2.07,58.4,37.8,154.4,0.0,RUNNING
TEL-11113,MCH-TESTING-01,2026-07-07 14:00:00,2.4,58.3,38.9,151.5,0.0,RUNNING
TEL-11114,MCH-COILING-01,2026-07-07 15:00:00,1.85,51.2,37.4,158.8,1464.5,RUNNING
TEL-11115,MCH-COILING-02,2026-07-07 15:00:00,2.13,58.9,41.0,154.2,1447.6,RUNNING
TEL-11116,MCH-HEATTREAT-01,2026-07-07 15:00:00,1.02,854.0,34.5,157.4,0.0,IDLE
TEL-11117,MCH-TEMPERING-01,2026-07-07 15:00:00,1.91,55.5,39.4,152.8,0.0,RUNNING
TEL-11118,MCH-SHOTPEEN-01,2026-07-07 15:00:00,1.41,50.4,37.2,156.4,0.0,RUNNING
TEL-11119,MCH-STABILIZER-01,2026-07-07 15:00:00,2.23,56.4,37.8,151.5,0.0,RUNNING
TEL-11120,MCH-TESTING-01,2026-07-07 15:00:00,2.17,56.9,40.0,154.9,0.0,IDLE
TEL-11121,MCH-COILING-01,2026-07-07 16:00:00,1.55,50.3,35.9,160.0,1456.6,RUNNING
TEL-11122,MCH-COILING-02,2026-07-07 16:00:00,2.22,56.3,38.2,155.6,1462.3,IDLE
TEL-11123,MCH-HEATTREAT-01,2026-07-07 16:00:00,1.11,851.3,36.8,156.8,0.0,RUNNING
TEL-11124,MCH-TEMPERING-01,2026-07-07 16:00:00,1.95,55.5,40.0,155.3,0.0,RUNNING
TEL-11125,MCH-SHOTPEEN-01,2026-07-07 16:00:00,1.42,54.7,37.7,160.4,0.0,RUNNING
TEL-11126,MCH-STABILIZER-01,2026-07-07 16:00:00,1.89,60.0,40.0,152.5,0.0,RUNNING
TEL-11127,MCH-TESTING-01,2026-07-07 16:00:00,2.2,59.5,41.2,151.7,0.0,IDLE
TEL-11128,MCH-COILING-01,2026-07-07 17:00:00,1.78,50.2,37.0,159.4,1444.8,RUNNING
TEL-11129,MCH-COILING-02,2026-07-07 17:00:00,2.31,60.8,40.7,156.4,1461.6,RUNNING
TEL-11130,MCH-HEATTREAT-01,2026-07-07 17:00:00,0.87,851.9,36.4,156.5,0.0,RUNNING
TEL-11131,MCH-TEMPERING-01,2026-07-07 17:00:00,2.13,58.2,39.1,154.4,0.0,RUNNING
TEL-11132,MCH-SHOTPEEN-01,2026-07-07 17:00:00,1.16,50.7,37.1,159.5,0.0,RUNNING
TEL-11133,MCH-STABILIZER-01,2026-07-07 17:00:00,1.94,56.6,40.4,154.8,0.0,IDLE
TEL-11134,MCH-TESTING-01,2026-07-07 17:00:00,2.14,56.9,40.9,152.6,0.0,RUNNING
TEL-11135,MCH-COILING-01,2026-07-07 18:00:00,1.89,52.7,38.2,156.9,1451.5,RUNNING
TEL-11136,MCH-COILING-02,2026-07-07 18:00:00,2.03,58.1,39.2,154.1,1449.0,RUNNING
TEL-11137,MCH-HEATTREAT-01,2026-07-07 18:00:00,1.01,851.9,35.6,160.9,0.0,RUNNING
TEL-11138,MCH-TEMPERING-01,2026-07-07 18:00:00,1.98,55.1,38.3,155.2,0.0,RUNNING
TEL-11139,MCH-SHOTPEEN-01,2026-07-07 18:00:00,1.06,53.7,36.6,159.0,0.0,RUNNING
TEL-11140,MCH-STABILIZER-01,2026-07-07 18:00:00,2.21,54.7,37.8,151.5,0.0,RUNNING
TEL-11141,MCH-TESTING-01,2026-07-07 18:00:00,2.13,57.7,39.2,155.2,0.0,RUNNING
TEL-11142,MCH-COILING-01,2026-07-07 19:00:00,1.65,53.6,38.4,160.6,1457.6,RUNNING
TEL-11143,MCH-COILING-02,2026-07-07 19:00:00,2.36,55.2,39.0,155.5,1458.5,RUNNING
TEL-11144,MCH-HEATTREAT-01,2026-07-07 19:00:00,1.0,852.6,36.4,158.9,0.0,RUNNING
TEL-11145,MCH-TEMPERING-01,2026-07-07 19:00:00,2.13,54.9,38.8,152.7,0.0,RUNNING
TEL-11146,MCH-SHOTPEEN-01,2026-07-07 19:00:00,1.22,51.6,37.4,159.7,0.0,RUNNING
