output_id,machine_id,sku_id,shift_number,timestamp,actual_qty_produced,actual_avg_cycle_time_seconds,speed_loss_duration_minutes
OUT-5239,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-10 16:00:00,565,45.46,8.1
OUT-5240,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-11 00:00:00,611,45.07,20.7
OUT-5241,MCH-COILING-01,SKU-CS-HONDA-02,1,2026-07-11 08:00:00,947,29.64,11.9
OUT-5242,MCH-COILING-01,SKU-CS-HONDA-02,2,2026-07-11 16:00:00,978,28.84,9.6
OUT-5243,MCH-COILING-01,SKU-CS-HONDA-02,3,2026-07-12 00:00:00,813,28.95,10.5
OUT-5244,MCH-COILING-02,SKU-CS-TOYOTA-01,1,2026-07-11 08:00:00,832,32.22,4.9
OUT-5245,MCH-COILING-02,SKU-CS-TOYOTA-01,2,2026-07-11 16:00:00,901,31.4,8.0
OUT-5246,MCH-COILING-02,SKU-CS-TOYOTA-01,3,2026-07-12 00:00:00,908,30.93,11.9
OUT-5247,MCH-HEATTREAT-01,SKU-LS-HINO-01,1,2026-07-11 08:00:00,463,45.3,5.7
OUT-5248,MCH-HEATTREAT-01,SKU-LS-HINO-01,2,2026-07-11 16:00:00,521,50.37,6.3
OUT-5249,MCH-HEATTREAT-01,SKU-LS-HINO-01,3,2026-07-12 00:00:00,566,49.83,9.7
OUT-5250,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-11 08:00:00,631,45.28,3.1
OUT-5251,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-11 16:00:00,635,44.77,5.5
OUT-5252,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-12 00:00:00,575,48.15,18.3
OUT-5253,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-11 08:00:00,467,60.94,4.9
OUT-5254,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-11 16:00:00,500,56.88,5.3
OUT-5255,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-12 00:00:00,514,54.46,13.4
OUT-5256,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-11 08:00:00,617,45.54,11.5
OUT-5257,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-11 16:00:00,648,43.36,11.5
OUT-5258,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-12 00:00:00,556,49.32,22.3
OUT-5259,MCH-STABILIZER-01,SKU-SB-CANTER-01,1,2026-07-11 08:00:00,491,58.22,3.3
OUT-5260,MCH-STABILIZER-01,SKU-SB-CANTER-01,2,2026-07-11 16:00:00,430,65.25,11.9
OUT-5261,MCH-STABILIZER-01,SKU-SB-CANTER-01,3,2026-07-12 00:00:00,413,66.33,22.4
OUT-5262,MCH-TESTING-01,SKU-LS-HINO-01,1,2026-07-11 08:00:00,605,46.94,6.1
OUT-5263,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-11 16:00:00,598,47.07,10.8
OUT-5264,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-12 00:00:00,568,49.16,13.8
OUT-5265,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-12 08:00:00,923,28.82,7.3
OUT-5266,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-12 16:00:00,976,29.13,5.7
OUT-5267,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-13 00:00:00,851,32.99,11.9
OUT-5268,MCH-COILING-02,SKU-CS-TOYOTA-01,1,2026-07-12 08:00:00,949,29.65,10.8
OUT-5269,MCH-COILING-02,SKU-CS-TOYOTA-01,2,2026-07-12 16:00:00,850,33.06,11.4
OUT-5270,MCH-COILING-02,SKU-CS-TOYOTA-01,3,2026-07-13 00:00:00,884,32.08,7.2
OUT-5271,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,1,2026-07-12 08:00:00,501,56.8,5.4
OUT-5272,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2,2026-07-12 16:00:00,520,54.97,2.7
OUT-5273,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,3,2026-07-13 00:00:00,461,60.87,12.2
OUT-5274,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-12 08:00:00,542,48.26,7.6
OUT-5275,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-12 16:00:00,645,44.18,4.8
OUT-5276,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-13 00:00:00,600,46.73,12.5
OUT-5277,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-12 08:00:00,478,58.95,9.7
OUT-5278,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-12 16:00:00,488,57.58,11.0
OUT-5279,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-13 00:00:00,419,60.05,15.8
OUT-5280,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-12 08:00:00,640,44.74,2.4
OUT-5281,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-12 16:00:00,641,44.67,2.7
OUT-5282,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-13 00:00:00,587,45.29,7.3
OUT-5283,MCH-STABILIZER-01,SKU-SB-CANTER-01,1,2026-07-12 08:00:00,485,58.03,10.4
OUT-5284,MCH-STABILIZER-01,SKU-SB-CANTER-01,2,2026-07-12 16:00:00,430,65.89,7.7
OUT-5285,MCH-STABILIZER-01,SKU-SB-CANTER-01,3,2026-07-13 00:00:00,323,63.96,14.0
OUT-5286,MCH-TESTING-01,SKU-LS-HINO-01,1,2026-07-12 08:00:00,526,49.36,4.9
OUT-5287,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-12 16:00:00,630,44.66,10.9
OUT-5288,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-13 00:00:00,572,44.85,7.2
OUT-5289,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-13 08:00:00,906,31.54,3.6
OUT-5290,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-13 16:00:00,878,32.59,2.7
OUT-5291,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-14 00:00:00,867,30.58,12.8
OUT-5292,MCH-COILING-02,SKU-CS-TOYOTA-01,1,2026-07-13 08:00:00,744,31.08,3.9
OUT-5293,MCH-COILING-02,SKU-CS-TOYOTA-01,2,2026-07-13 16:00:00,891,31.81,7.5
OUT-5294,MCH-COILING-02,SKU-CS-TOYOTA-01,3,2026-07-14 00:00:00,872,32.45,7.9
OUT-5295,MCH-HEATTREAT-01,SKU-LS-HINO-01,1,2026-07-13 08:00:00,635,44.82,5.6
OUT-5296,MCH-HEATTREAT-01,SKU-LS-HINO-01,2,2026-07-13 16:00:00,578,45.89,9.3
OUT-5297,MCH-HEATTREAT-01,SKU-LS-HINO-01,3,2026-07-14 00:00:00,567,48.89,17.3
OUT-5298,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-13 08:00:00,609,46.32,9.7
OUT-5299,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-13 16:00:00,578,48.77,9.8
OUT-5300,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-14 00:00:00,552,49.8,21.1
OUT-5301,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-13 08:00:00,468,60.19,9.6
OUT-5302,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-13 16:00:00,512,55.77,3.4
OUT-5303,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-14 00:00:00,511,55.16,10.0
OUT-5304,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-13 08:00:00,595,47.28,11.1
OUT-5305,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-13 16:00:00,630,45.1,6.1
OUT-5306,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-14 00:00:00,581,48.74,7.8
OUT-5307,MCH-STABILIZER-01,SKU-SB-AVANZA-02,1,2026-07-13 08:00:00,664,43.03,3.2
OUT-5308,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2,2026-07-13 16:00:00,671,42.54,3.8
OUT-5309,MCH-STABILIZER-01,SKU-SB-AVANZA-02,3,2026-07-14 00:00:00,688,40.58,14.2
OUT-5310,MCH-TESTING-01,SKU-LS-ISUZU-02,1,2026-07-13 08:00:00,526,54.46,2.0
OUT-5311,MCH-TESTING-01,SKU-LS-ISUZU-02,2,2026-07-13 16:00:00,472,60.03,7.5
OUT-5312,MCH-TESTING-01,SKU-LS-ISUZU-02,3,2026-07-14 00:00:00,455,56.99,16.9
OUT-5313,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-14 08:00:00,880,31.89,11.9
OUT-5314,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-14 16:00:00,875,32.67,3.2
OUT-5315,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-15 00:00:00,882,28.83,18.9
OUT-5316,MCH-COILING-02,SKU-CS-HONDA-02,1,2026-07-14 08:00:00,981,26.88,7.8
OUT-5317,MCH-COILING-02,SKU-CS-HONDA-02,2,2026-07-14 16:00:00,1026,27.62,7.6
OUT-5318,MCH-COILING-02,SKU-CS-HONDA-02,3,2026-07-15 00:00:00,884,30.18,8.1
OUT-5319,MCH-HEATTREAT-01,SKU-LS-HINO-01,1,2026-07-14 08:00:00,487,48.15,6.3
OUT-5320,MCH-HEATTREAT-01,SKU-LS-HINO-01,2,2026-07-14 16:00:00,538,44.85,3.1
OUT-5321,MCH-HEATTREAT-01,SKU-LS-HINO-01,3,2026-07-15 00:00:00,583,47.02,22.7
OUT-5322,MCH-TEMPERING-01,SKU-LS-ISUZU-02,1,2026-07-14 08:00:00,348,56.72,10.4
OUT-5323,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2,2026-07-14 16:00:00,473,59.59,9.3
OUT-5324,MCH-TEMPERING-01,SKU-LS-ISUZU-02,3,2026-07-15 00:00:00,521,53.6,14.3
OUT-5325,MCH-SHOTPEEN-01,SKU-LS-HINO-01,1,2026-07-14 08:00:00,613,46.65,3.1
OUT-5326,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2,2026-07-14 16:00:00,621,43.57,4.4
OUT-5327,MCH-SHOTPEEN-01,SKU-LS-HINO-01,3,2026-07-15 00:00:00,609,45.64,16.0
OUT-5328,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-14 08:00:00,545,48.89,3.4
OUT-5329,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-14 16:00:00,647,43.71,8.2
OUT-5330,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-15 00:00:00,549,50.35,18.6
OUT-5331,MCH-STABILIZER-01,SKU-SB-CANTER-01,1,2026-07-14 08:00:00,483,58.4,9.2
OUT-5332,MCH-STABILIZER-01,SKU-SB-CANTER-01,2,2026-07-14 16:00:00,395,66.19,6.4
OUT-5333,MCH-STABILIZER-01,SKU-SB-CANTER-01,3,2026-07-15 00:00:00,430,64.5,17.1
OUT-5334,MCH-TESTING-01,SKU-LS-ISUZU-02,1,2026-07-14 08:00:00,477,59.95,2.9
OUT-5335,MCH-TESTING-01,SKU-LS-ISUZU-02,2,2026-07-14 16:00:00,476,59.56,7.2
OUT-5336,MCH-TESTING-01,SKU-LS-ISUZU-02,3,2026-07-15 00:00:00,495,55.56,20.8
OUT-5337,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-15 08:00:00,854,30.61,2.9
OUT-5338,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-15 16:00:00,953,29.78,6.9
OUT-5339,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-16 00:00:00,954,29.22,15.4
OUT-5340,MCH-COILING-02,SKU-CS-HONDA-02,1,2026-07-15 08:00:00,955,29.4,11.7
OUT-5341,MCH-COILING-02,SKU-CS-HONDA-02,2,2026-07-15 16:00:00,992,28.34,11.4
OUT-5342,MCH-COILING-02,SKU-CS-HONDA-02,3,2026-07-16 00:00:00,990,27.96,18.2
OUT-5343,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,1,2026-07-15 08:00:00,519,54.69,6.6
OUT-5344,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2,2026-07-15 16:00:00,458,61.22,11.7
OUT-5345,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,3,2026-07-16 00:00:00,501,54.68,23.2
OUT-5346,MCH-TEMPERING-01,SKU-LS-ISUZU-02,1,2026-07-15 08:00:00,484,58.44,7.9
OUT-5347,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2,2026-07-15 16:00:00,508,56.0,5.3
OUT-5348,MCH-TEMPERING-01,SKU-LS-ISUZU-02,3,2026-07-16 00:00:00,501,55.51,16.1
OUT-5349,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-15 08:00:00,486,57.83,11.4
OUT-5350,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-15 16:00:00,503,56.73,3.8
OUT-5351,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-16 00:00:00,443,58.67,11.6
OUT-5352,MCH-PRESS-01,SKU-LS-ISUZU-02,1,2026-07-15 08:00:00,470,59.99,9.1
OUT-5353,MCH-PRESS-01,SKU-LS-ISUZU-02,2,2026-07-15 16:00:00,476,59.95,3.5
OUT-5354,MCH-PRESS-01,SKU-LS-ISUZU-02,3,2026-07-16 00:00:00,456,60.39,20.8
OUT-5355,MCH-STABILIZER-01,SKU-SB-AVANZA-02,1,2026-07-15 08:00:00,683,41.38,8.9
OUT-5356,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2,2026-07-15 16:00:00,658,42.91,9.4
OUT-5357,MCH-STABILIZER-01,SKU-SB-AVANZA-02,3,2026-07-16 00:00:00,629,43.51,23.5
OUT-5358,MCH-TESTING-01,SKU-LS-HINO-01,1,2026-07-15 08:00:00,620,45.99,4.4
OUT-5359,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-15 16:00:00,621,45.7,6.6
OUT-5360,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-16 00:00:00,633,43.36,22.4
OUT-5361,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-16 08:00:00,974,28.81,11.9
OUT-5362,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-16 16:00:00,871,32.51,7.9
OUT-5363,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-17 00:00:00,917,30.81,8.9
OUT-5364,MCH-COILING-02,SKU-CS-HONDA-02,1,2026-07-16 08:00:00,964,29.25,9.8
OUT-5365,MCH-COILING-02,SKU-CS-HONDA-02,2,2026-07-16 16:00:00,977,29.0,7.7
OUT-5366,MCH-COILING-02,SKU-CS-HONDA-02,3,2026-07-17 00:00:00,1051,27.02,6.5
OUT-5367,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,1,2026-07-16 08:00:00,494,58.03,2.2
OUT-5368,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2,2026-07-16 16:00:00,494,56.8,11.9
OUT-5369,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,3,2026-07-17 00:00:00,463,61.4,5.3
OUT-5370,MCH-TEMPERING-01,SKU-LS-ISUZU-02,1,2026-07-16 08:00:00,503,55.98,9.8
OUT-5371,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2,2026-07-16 16:00:00,481,59.01,6.6
OUT-5372,MCH-TEMPERING-01,SKU-LS-ISUZU-02,3,2026-07-17 00:00:00,528,53.46,8.7
OUT-5373,MCH-SHOTPEEN-01,SKU-LS-HINO-01,1,2026-07-16 08:00:00,606,46.34,11.4
OUT-5374,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2,2026-07-16 16:00:00,579,49.04,6.5
OUT-5375,MCH-SHOTPEEN-01,SKU-LS-HINO-01,3,2026-07-17 00:00:00,623,43.96,23.3
OUT-5376,MCH-PRESS-01,SKU-LS-ISUZU-02,1,2026-07-16 08:00:00,463,57.89,2.0
OUT-5377,MCH-PRESS-01,SKU-LS-ISUZU-02,2,2026-07-16 16:00:00,495,57.86,2.0
OUT-5378,MCH-PRESS-01,SKU-LS-ISUZU-02,3,2026-07-17 00:00:00,495,55.81,19.1
OUT-5379,MCH-STABILIZER-01,SKU-SB-CANTER-01,1,2026-07-16 08:00:00,449,62.43,11.9
OUT-5380,MCH-STABILIZER-01,SKU-SB-CANTER-01,2,2026-07-16 16:00:00,452,59.35,10.2
OUT-5381,MCH-STABILIZER-01,SKU-SB-CANTER-01,3,2026-07-17 00:00:00,456,61.34,13.4
OUT-5382,MCH-TESTING-01,SKU-LS-HINO-01,1,2026-07-16 08:00:00,530,50.03,9.0
OUT-5383,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-16 16:00:00,644,44.48,2.0
OUT-5384,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-17 00:00:00,576,48.58,13.5
OUT-5385,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-17 08:00:00,892,31.78,7.3
OUT-5386,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-17 16:00:00,876,32.09,11.4
OUT-5387,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-18 00:00:00,905,30.63,17.6
OUT-5388,MCH-COILING-02,SKU-CS-HONDA-02,1,2026-07-17 08:00:00,893,30.65,2.7
OUT-5389,MCH-COILING-02,SKU-CS-HONDA-02,2,2026-07-17 16:00:00,1013,28.15,4.7
OUT-5390,MCH-COILING-02,SKU-CS-HONDA-02,3,2026-07-18 00:00:00,1028,26.89,19.2
OUT-5391,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,1,2026-07-17 08:00:00,491,57.84,6.0
OUT-5392,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2,2026-07-17 16:00:00,497,56.55,10.9
OUT-5393,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,3,2026-07-18 00:00:00,491,53.13,14.4
OUT-5394,MCH-TEMPERING-01,SKU-LS-ISUZU-02,1,2026-07-17 08:00:00,528,53.77,6.4
OUT-5395,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2,2026-07-17 16:00:00,511,55.63,5.8
OUT-5396,MCH-TEMPERING-01,SKU-LS-ISUZU-02,3,2026-07-18 00:00:00,506,55.88,8.6
OUT-5397,MCH-SHOTPEEN-01,SKU-LS-HINO-01,1,2026-07-17 08:00:00,525,46.33,6.1
OUT-5398,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2,2026-07-17 16:00:00,620,45.3,11.4
OUT-5399,MCH-SHOTPEEN-01,SKU-LS-HINO-01,3,2026-07-18 00:00:00,599,47.3,7.4
OUT-5400,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-17 08:00:00,497,49.22,9.6
OUT-5401,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-17 16:00:00,570,47.56,6.2
OUT-5402,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-18 00:00:00,588,47.04,18.4
OUT-5403,MCH-STABILIZER-01,SKU-SB-CANTER-01,1,2026-07-17 08:00:00,426,64.24,3.3
OUT-5404,MCH-STABILIZER-01,SKU-SB-CANTER-01,2,2026-07-17 16:00:00,433,65.78,5.0
OUT-5405,MCH-STABILIZER-01,SKU-SB-CANTER-01,3,2026-07-18 00:00:00,422,65.85,16.7
OUT-5406,MCH-TESTING-01,SKU-LS-ISUZU-02,1,2026-07-17 08:00:00,467,60.97,5.0
OUT-5407,MCH-TESTING-01,SKU-LS-ISUZU-02,2,2026-07-17 16:00:00,500,53.74,10.7
OUT-5408,MCH-TESTING-01,SKU-LS-ISUZU-02,3,2026-07-18 00:00:00,463,60.35,14.2
OUT-5409,MCH-COILING-01,SKU-CS-TOYOTA-01,1,2026-07-18 08:00:00,914,31.21,4.1
OUT-5410,MCH-COILING-01,SKU-CS-TOYOTA-01,2,2026-07-18 16:00:00,844,33.53,8.1
OUT-5411,MCH-COILING-01,SKU-CS-TOYOTA-01,3,2026-07-19 00:00:00,872,32.62,5.5
OUT-5412,MCH-COILING-02,SKU-CS-TOYOTA-01,1,2026-07-18 08:00:00,926,30.58,7.8
OUT-5413,MCH-COILING-02,SKU-CS-TOYOTA-01,2,2026-07-18 16:00:00,875,32.59,4.2
OUT-5414,MCH-COILING-02,SKU-CS-TOYOTA-01,3,2026-07-19 00:00:00,963,28.9,15.8
OUT-5415,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,1,2026-07-18 08:00:00,371,58.49,5.1
OUT-5416,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2,2026-07-18 16:00:00,481,58.87,7.7
OUT-5417,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,3,2026-07-19 00:00:00,510,55.68,5.9
OUT-5418,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-18 08:00:00,574,48.92,11.3
OUT-5419,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-18 16:00:00,549,48.39,5.5
OUT-5420,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-19 00:00:00,592,47.65,9.8
OUT-5421,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-18 08:00:00,507,56.03,6.3
OUT-5422,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-18 16:00:00,460,57.8,7.8
OUT-5423,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-19 00:00:00,496,53.98,5.9
OUT-5424,MCH-PRESS-01,SKU-LS-ISUZU-02,1,2026-07-18 08:00:00,489,57.59,10.6
OUT-5425,MCH-PRESS-01,SKU-LS-ISUZU-02,2,2026-07-18 16:00:00,517,54.99,5.4
OUT-5426,MCH-PRESS-01,SKU-LS-ISUZU-02,3,2026-07-19 00:00:00,467,58.81,21.3
OUT-5427,MCH-STABILIZER-01,SKU-SB-AVANZA-02,1,2026-07-18 08:00:00,647,43.98,5.3
OUT-5428,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2,2026-07-18 16:00:00,692,38.41,7.6
OUT-5429,MCH-STABILIZER-01,SKU-SB-AVANZA-02,3,2026-07-19 00:00:00,623,41.66,23.7
OUT-5430,MCH-TESTING-01,SKU-LS-ISUZU-02,1,2026-07-18 08:00:00,488,58.01,7.8
OUT-5431,MCH-TESTING-01,SKU-LS-ISUZU-02,2,2026-07-18 16:00:00,499,56.48,10.0
OUT-5432,MCH-TESTING-01,SKU-LS-ISUZU-02,3,2026-07-19 00:00:00,523,52.83,18.8
OUT-5433,MCH-COILING-01,SKU-CS-HONDA-02,1,2026-07-19 08:00:00,927,28.42,9.1
OUT-5434,MCH-COILING-01,SKU-CS-HONDA-02,2,2026-07-19 16:00:00,939,30.38,4.4
OUT-5435,MCH-COILING-01,SKU-CS-HONDA-02,3,2026-07-20 00:00:00,950,28.92,21.7
OUT-5436,MCH-COILING-02,SKU-CS-TOYOTA-01,1,2026-07-19 08:00:00,818,32.78,10.4
OUT-5437,MCH-COILING-02,SKU-CS-TOYOTA-01,2,2026-07-19 16:00:00,918,31.16,3.2
OUT-5438,MCH-COILING-02,SKU-CS-TOYOTA-01,3,2026-07-20 00:00:00,896,30.59,22.7
OUT-5439,MCH-HEATTREAT-01,SKU-LS-HINO-01,1,2026-07-19 08:00:00,600,47.37,6.2
OUT-5440,MCH-HEATTREAT-01,SKU-LS-HINO-01,2,2026-07-19 16:00:00,560,50.36,9.5
OUT-5441,MCH-HEATTREAT-01,SKU-LS-HINO-01,3,2026-07-20 00:00:00,518,49.17,10.4
OUT-5442,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-19 08:00:00,578,48.67,10.8
OUT-5443,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-19 16:00:00,576,49.59,3.9
OUT-5444,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-20 00:00:00,630,44.63,10.8
OUT-5445,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-19 08:00:00,477,59.91,3.1
OUT-5446,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-19 16:00:00,492,57.55,7.6
OUT-5447,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-20 00:00:00,469,60.55,6.2
OUT-5448,MCH-PRESS-01,SKU-LS-ISUZU-02,1,2026-07-19 08:00:00,515,54.78,9.4
OUT-5449,MCH-PRESS-01,SKU-LS-ISUZU-02,2,2026-07-19 16:00:00,519,54.21,10.6
OUT-5450,MCH-PRESS-01,SKU-LS-ISUZU-02,3,2026-07-20 00:00:00,463,61.38,6.0
OUT-5451,MCH-STABILIZER-01,SKU-SB-AVANZA-02,1,2026-07-19 08:00:00,682,41.3,10.2
OUT-5452,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2,2026-07-19 16:00:00,660,43.19,4.6
OUT-5453,MCH-STABILIZER-01,SKU-SB-AVANZA-02,3,2026-07-20 00:00:00,732,38.42,11.0
OUT-5454,MCH-TESTING-01,SKU-LS-HINO-01,1,2026-07-19 08:00:00,567,49.84,8.7
OUT-5455,MCH-TESTING-01,SKU-LS-HINO-01,2,2026-07-19 16:00:00,586,48.76,3.7
OUT-5456,MCH-TESTING-01,SKU-LS-HINO-01,3,2026-07-20 00:00:00,649,43.43,9.8
OUT-5457,MCH-COILING-01,SKU-CS-HONDA-02,1,2026-07-20 08:00:00,975,29.29,3.7
OUT-5458,MCH-COILING-01,SKU-CS-HONDA-02,2,2026-07-20 16:00:00,1040,27.21,8.1
OUT-5459,MCH-COILING-01,SKU-CS-HONDA-02,3,2026-07-21 00:00:00,905,30.5,19.6
OUT-5460,MCH-COILING-02,SKU-CS-HONDA-02,1,2026-07-20 08:00:00,1010,27.99,8.7
OUT-5461,MCH-COILING-02,SKU-CS-HONDA-02,2,2026-07-20 16:00:00,1048,26.89,10.2
OUT-5462,MCH-COILING-02,SKU-CS-HONDA-02,3,2026-07-21 00:00:00,994,28.28,11.4
OUT-5463,MCH-HEATTREAT-01,SKU-LS-HINO-01,1,2026-07-20 08:00:00,573,43.35,8.9
OUT-5464,MCH-HEATTREAT-01,SKU-LS-HINO-01,2,2026-07-20 16:00:00,540,49.69,2.9
OUT-5465,MCH-HEATTREAT-01,SKU-LS-HINO-01,3,2026-07-21 00:00:00,629,44.9,9.1
OUT-5466,MCH-TEMPERING-01,SKU-LS-HINO-01,1,2026-07-20 08:00:00,657,43.35,4.6
OUT-5467,MCH-TEMPERING-01,SKU-LS-HINO-01,2,2026-07-20 16:00:00,565,50.15,7.1
OUT-5468,MCH-TEMPERING-01,SKU-LS-HINO-01,3,2026-07-21 00:00:00,591,48.09,5.8
OUT-5469,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,1,2026-07-20 08:00:00,501,53.68,5.9
OUT-5470,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2,2026-07-20 16:00:00,475,59.84,5.4
OUT-5471,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,3,2026-07-21 00:00:00,495,56.8,10.9
OUT-5472,MCH-PRESS-01,SKU-LS-HINO-01,1,2026-07-20 08:00:00,656,43.25,6.7
OUT-5473,MCH-PRESS-01,SKU-LS-HINO-01,2,2026-07-20 16:00:00,563,50.1,9.3
OUT-5474,MCH-PRESS-01,SKU-LS-HINO-01,3,2026-07-21 00:00:00,626,43.78,22.9
OUT-5475,MCH-STABILIZER-01,SKU-SB-AVANZA-02,1,2026-07-20 08:00:00,647,43.55,9.9
OUT-5476,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2,2026-07-20 16:00:00,691,40.81,9.6
