inspection_id,machine_id,sku_id,inspection_time,total_inspected_qty,good_qty,reject_qty,rework_qty,defect_reason_category
QC-7202,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-09 08:00:00,649,641,8,3,Surface Micro-Crack Defect
QC-7203,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-09 16:00:00,568,537,31,13,Surface Micro-Crack Defect
QC-7204,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-10 00:00:00,566,557,9,2,Shot Peening Surface Roughness Fail
QC-7205,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-09 08:00:00,481,455,26,10,Quenching Hardness Non-Conforming
QC-7206,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-09 16:00:00,606,588,18,3,Bending Angle Angular Deviation
QC-7207,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-10 00:00:00,641,624,17,3,Quenching Hardness Non-Conforming
QC-7208,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-09 08:00:00,580,571,9,4,Shot Peening Surface Roughness Fail
QC-7209,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-09 16:00:00,602,585,17,5,Free Height Dimension Out-of-Spec
QC-7210,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-10 00:00:00,568,556,12,5,Bending Angle Angular Deviation
QC-7211,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-09 08:00:00,427,404,23,6,Quenching Hardness Non-Conforming
QC-7212,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-09 16:00:00,482,468,14,3,Bending Angle Angular Deviation
QC-7213,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-10 00:00:00,420,406,14,6,Bending Angle Angular Deviation
QC-7214,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-09 08:00:00,596,580,16,5,Shot Peening Surface Roughness Fail
QC-7215,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-09 16:00:00,612,596,16,5,Surface Micro-Crack Defect
QC-7216,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-10 00:00:00,627,606,21,4,Free Height Dimension Out-of-Spec
QC-7217,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-10 08:00:00,964,942,22,5,Surface Micro-Crack Defect
QC-7218,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-10 16:00:00,841,831,10,2,Free Height Dimension Out-of-Spec
QC-7219,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-11 00:00:00,856,835,21,4,Bending Angle Angular Deviation
QC-7220,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-10 08:00:00,925,895,30,14,Surface Micro-Crack Defect
QC-7221,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-10 16:00:00,857,843,14,3,Quenching Hardness Non-Conforming
QC-7222,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-11 00:00:00,835,810,25,9,Quenching Hardness Non-Conforming
QC-7223,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-10 08:00:00,459,434,25,6,Surface Micro-Crack Defect
QC-7224,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-10 16:00:00,626,614,12,4,Free Height Dimension Out-of-Spec
QC-7225,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-11 00:00:00,590,583,7,3,Shot Peening Surface Roughness Fail
QC-7226,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-10 08:00:00,465,457,8,3,Free Height Dimension Out-of-Spec
QC-7227,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-10 16:00:00,480,454,26,8,Bending Angle Angular Deviation
QC-7228,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-11 00:00:00,473,465,8,3,Surface Micro-Crack Defect
QC-7229,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-10 08:00:00,623,610,13,3,Bending Angle Angular Deviation
QC-7230,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-10 16:00:00,631,616,15,4,Quenching Hardness Non-Conforming
QC-7231,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-11 00:00:00,571,561,10,4,Free Height Dimension Out-of-Spec
QC-7232,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-10 08:00:00,614,597,17,7,Quenching Hardness Non-Conforming
QC-7233,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-10 16:00:00,566,548,18,5,Shot Peening Surface Roughness Fail
QC-7234,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-11 00:00:00,588,574,14,3,Bending Angle Angular Deviation
QC-7235,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-10 08:00:00,658,636,22,4,Free Height Dimension Out-of-Spec
QC-7236,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-10 16:00:00,733,720,13,3,Surface Micro-Crack Defect
QC-7237,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-11 00:00:00,708,691,17,5,Surface Micro-Crack Defect
QC-7238,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-10 08:00:00,570,539,31,11,Bending Angle Angular Deviation
QC-7239,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-10 16:00:00,565,534,31,6,Free Height Dimension Out-of-Spec
QC-7240,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-11 00:00:00,611,597,14,3,Free Height Dimension Out-of-Spec
QC-7241,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-11 08:00:00,947,924,23,10,Quenching Hardness Non-Conforming
QC-7242,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-11 16:00:00,978,950,28,12,Surface Micro-Crack Defect
QC-7243,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-12 00:00:00,813,769,44,19,Surface Micro-Crack Defect
QC-7244,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-11 08:00:00,832,787,45,20,Shot Peening Surface Roughness Fail
QC-7245,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-11 16:00:00,901,881,20,7,Surface Micro-Crack Defect
QC-7246,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-12 00:00:00,908,888,20,8,Free Height Dimension Out-of-Spec
QC-7247,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-11 08:00:00,463,438,25,7,Bending Angle Angular Deviation
QC-7248,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-11 16:00:00,521,493,28,5,Surface Micro-Crack Defect
QC-7249,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-12 00:00:00,566,558,8,3,Quenching Hardness Non-Conforming
QC-7250,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-11 08:00:00,631,611,20,8,Bending Angle Angular Deviation
QC-7251,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-11 16:00:00,635,615,20,5,Surface Micro-Crack Defect
QC-7252,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-12 00:00:00,575,560,15,5,Shot Peening Surface Roughness Fail
QC-7253,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-11 08:00:00,467,460,7,3,Bending Angle Angular Deviation
QC-7254,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-11 16:00:00,500,493,7,3,Bending Angle Angular Deviation
QC-7255,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-12 00:00:00,514,508,6,1,Shot Peening Surface Roughness Fail
QC-7256,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-11 08:00:00,617,607,10,3,Bending Angle Angular Deviation
QC-7257,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-11 16:00:00,648,632,16,6,Bending Angle Angular Deviation
QC-7258,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-12 00:00:00,556,548,8,2,Free Height Dimension Out-of-Spec
QC-7259,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-11 08:00:00,491,485,6,2,Bending Angle Angular Deviation
QC-7260,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-11 16:00:00,430,416,14,4,Quenching Hardness Non-Conforming
QC-7261,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-12 00:00:00,413,406,7,2,Quenching Hardness Non-Conforming
QC-7262,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-11 08:00:00,605,592,13,4,Bending Angle Angular Deviation
QC-7263,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-11 16:00:00,598,581,17,6,Shot Peening Surface Roughness Fail
QC-7264,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-12 00:00:00,568,561,7,3,Quenching Hardness Non-Conforming
QC-7265,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-12 08:00:00,923,873,50,15,Quenching Hardness Non-Conforming
QC-7266,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-12 16:00:00,976,961,15,5,Bending Angle Angular Deviation
QC-7267,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-13 00:00:00,851,823,28,10,Shot Peening Surface Roughness Fail
QC-7268,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-12 08:00:00,949,935,14,6,Quenching Hardness Non-Conforming
QC-7269,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-12 16:00:00,850,825,25,5,Surface Micro-Crack Defect
QC-7270,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-13 00:00:00,884,862,22,5,Quenching Hardness Non-Conforming
QC-7271,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-12 08:00:00,501,488,13,5,Bending Angle Angular Deviation
QC-7272,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-12 16:00:00,520,513,7,3,Bending Angle Angular Deviation
QC-7273,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-13 00:00:00,461,446,15,6,Shot Peening Surface Roughness Fail
QC-7274,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-12 08:00:00,542,513,29,10,Shot Peening Surface Roughness Fail
QC-7275,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-12 16:00:00,645,626,19,5,Bending Angle Angular Deviation
QC-7276,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-13 00:00:00,600,587,13,3,Bending Angle Angular Deviation
QC-7277,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-12 08:00:00,478,467,11,2,Quenching Hardness Non-Conforming
QC-7278,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-12 16:00:00,488,475,13,5,Shot Peening Surface Roughness Fail
QC-7279,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-13 00:00:00,419,396,23,9,Bending Angle Angular Deviation
QC-7280,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-12 08:00:00,640,626,14,3,Free Height Dimension Out-of-Spec
QC-7281,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-12 16:00:00,641,631,10,3,Quenching Hardness Non-Conforming
QC-7282,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-13 00:00:00,587,555,32,15,Surface Micro-Crack Defect
QC-7283,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-12 08:00:00,485,478,7,1,Surface Micro-Crack Defect
QC-7284,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-12 16:00:00,430,419,11,2,Surface Micro-Crack Defect
QC-7285,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-13 00:00:00,323,306,17,4,Quenching Hardness Non-Conforming
QC-7286,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-12 08:00:00,526,498,28,7,Quenching Hardness Non-Conforming
QC-7287,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-12 16:00:00,630,622,8,3,Free Height Dimension Out-of-Spec
QC-7288,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-13 00:00:00,572,541,31,13,Free Height Dimension Out-of-Spec
QC-7289,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-13 08:00:00,906,882,24,8,Shot Peening Surface Roughness Fail
QC-7290,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-13 16:00:00,878,864,14,4,Shot Peening Surface Roughness Fail
QC-7291,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-14 00:00:00,867,820,47,16,Quenching Hardness Non-Conforming
QC-7292,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-13 08:00:00,744,704,40,13,Quenching Hardness Non-Conforming
QC-7293,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-13 16:00:00,891,863,28,6,Free Height Dimension Out-of-Spec
QC-7294,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-14 00:00:00,872,852,20,9,Quenching Hardness Non-Conforming
QC-7295,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-13 08:00:00,635,624,11,2,Bending Angle Angular Deviation
QC-7296,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-13 16:00:00,578,547,31,10,Free Height Dimension Out-of-Spec
QC-7297,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-14 00:00:00,567,549,18,7,Free Height Dimension Out-of-Spec
QC-7298,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-13 08:00:00,609,602,7,1,Quenching Hardness Non-Conforming
QC-7299,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-13 16:00:00,578,571,7,1,Surface Micro-Crack Defect
QC-7300,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-14 00:00:00,552,542,10,3,Surface Micro-Crack Defect
QC-7301,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-13 08:00:00,468,457,11,4,Shot Peening Surface Roughness Fail
QC-7302,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-13 16:00:00,512,498,14,6,Shot Peening Surface Roughness Fail
QC-7303,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-14 00:00:00,511,502,9,2,Shot Peening Surface Roughness Fail
QC-7304,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-13 08:00:00,595,584,11,3,Surface Micro-Crack Defect
QC-7305,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-13 16:00:00,630,617,13,5,Shot Peening Surface Roughness Fail
QC-7306,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-14 00:00:00,581,571,10,4,Surface Micro-Crack Defect
QC-7307,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-13 08:00:00,664,652,12,3,Shot Peening Surface Roughness Fail
QC-7308,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-13 16:00:00,671,656,15,4,Bending Angle Angular Deviation
QC-7309,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-14 00:00:00,688,676,12,2,Quenching Hardness Non-Conforming
QC-7310,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-13 08:00:00,526,509,17,8,Bending Angle Angular Deviation
QC-7311,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-13 16:00:00,472,461,11,3,Surface Micro-Crack Defect
QC-7312,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-14 00:00:00,455,430,25,7,Quenching Hardness Non-Conforming
QC-7313,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-14 08:00:00,880,852,28,13,Quenching Hardness Non-Conforming
QC-7314,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-14 16:00:00,875,849,26,9,Free Height Dimension Out-of-Spec
QC-7315,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-15 00:00:00,882,834,48,21,Free Height Dimension Out-of-Spec
QC-7316,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-14 08:00:00,981,928,53,21,Surface Micro-Crack Defect
QC-7317,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-14 16:00:00,1026,997,29,14,Shot Peening Surface Roughness Fail
QC-7318,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-15 00:00:00,884,836,48,20,Free Height Dimension Out-of-Spec
QC-7319,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-14 08:00:00,487,461,26,11,Free Height Dimension Out-of-Spec
QC-7320,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-14 16:00:00,538,509,29,12,Surface Micro-Crack Defect
QC-7321,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-15 00:00:00,583,564,19,7,Shot Peening Surface Roughness Fail
QC-7322,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-14 08:00:00,348,329,19,5,Shot Peening Surface Roughness Fail
QC-7323,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-14 16:00:00,473,468,5,1,Bending Angle Angular Deviation
QC-7324,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-15 00:00:00,521,508,13,5,Free Height Dimension Out-of-Spec
QC-7325,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-14 08:00:00,613,593,20,7,Free Height Dimension Out-of-Spec
QC-7326,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-14 16:00:00,621,587,34,15,Shot Peening Surface Roughness Fail
QC-7327,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-15 00:00:00,609,595,14,3,Surface Micro-Crack Defect
QC-7328,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-14 08:00:00,545,516,29,11,Quenching Hardness Non-Conforming
QC-7329,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-14 16:00:00,647,629,18,6,Surface Micro-Crack Defect
QC-7330,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-15 00:00:00,549,539,10,2,Quenching Hardness Non-Conforming
QC-7331,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-14 08:00:00,483,476,7,2,Shot Peening Surface Roughness Fail
QC-7332,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-14 16:00:00,395,374,21,8,Quenching Hardness Non-Conforming
QC-7333,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-15 00:00:00,430,416,14,4,Quenching Hardness Non-Conforming
QC-7334,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-14 08:00:00,477,465,12,4,Bending Angle Angular Deviation
QC-7335,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-14 16:00:00,476,469,7,3,Surface Micro-Crack Defect
QC-7336,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-15 00:00:00,495,484,11,3,Bending Angle Angular Deviation
QC-7337,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-15 08:00:00,854,808,46,9,Quenching Hardness Non-Conforming
QC-7338,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-15 16:00:00,953,930,23,6,Shot Peening Surface Roughness Fail
QC-7339,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-16 00:00:00,954,933,21,9,Surface Micro-Crack Defect
QC-7340,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-15 08:00:00,955,938,17,4,Free Height Dimension Out-of-Spec
QC-7341,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-15 16:00:00,992,966,26,9,Bending Angle Angular Deviation
QC-7342,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-16 00:00:00,990,976,14,3,Free Height Dimension Out-of-Spec
QC-7343,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-15 08:00:00,519,508,11,4,Free Height Dimension Out-of-Spec
QC-7344,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-15 16:00:00,458,443,15,4,Free Height Dimension Out-of-Spec
QC-7345,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-16 00:00:00,501,491,10,2,Quenching Hardness Non-Conforming
QC-7346,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-15 08:00:00,484,476,8,2,Free Height Dimension Out-of-Spec
QC-7347,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-15 16:00:00,508,491,17,7,Shot Peening Surface Roughness Fail
QC-7348,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-16 00:00:00,501,491,10,3,Bending Angle Angular Deviation
QC-7349,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-15 08:00:00,486,478,8,2,Bending Angle Angular Deviation
QC-7350,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-15 16:00:00,503,488,15,6,Bending Angle Angular Deviation
QC-7351,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-16 00:00:00,443,419,24,9,Shot Peening Surface Roughness Fail
QC-7352,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-15 08:00:00,470,463,7,3,Shot Peening Surface Roughness Fail
QC-7353,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-15 16:00:00,476,463,13,2,Surface Micro-Crack Defect
QC-7354,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-16 00:00:00,456,445,11,2,Quenching Hardness Non-Conforming
QC-7355,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-15 08:00:00,683,667,16,7,Bending Angle Angular Deviation
QC-7356,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-15 16:00:00,658,645,13,4,Free Height Dimension Out-of-Spec
QC-7357,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-16 00:00:00,629,609,20,8,Quenching Hardness Non-Conforming
QC-7358,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-15 08:00:00,620,612,8,2,Shot Peening Surface Roughness Fail
QC-7359,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-15 16:00:00,621,602,19,9,Shot Peening Surface Roughness Fail
QC-7360,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-16 00:00:00,633,624,9,3,Shot Peening Surface Roughness Fail
QC-7361,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-16 08:00:00,974,953,21,6,Bending Angle Angular Deviation
QC-7362,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-16 16:00:00,871,852,19,6,Quenching Hardness Non-Conforming
QC-7363,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-17 00:00:00,917,902,15,5,Bending Angle Angular Deviation
QC-7364,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-16 08:00:00,964,941,23,8,Shot Peening Surface Roughness Fail
QC-7365,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-16 16:00:00,977,943,34,13,Bending Angle Angular Deviation
QC-7366,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-17 00:00:00,1051,1019,32,10,Surface Micro-Crack Defect
QC-7367,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-16 08:00:00,494,487,7,3,Free Height Dimension Out-of-Spec
QC-7368,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-16 16:00:00,494,478,16,5,Shot Peening Surface Roughness Fail
QC-7369,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-17 00:00:00,463,452,11,2,Shot Peening Surface Roughness Fail
QC-7370,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-16 08:00:00,503,492,11,5,Quenching Hardness Non-Conforming
QC-7371,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-16 16:00:00,481,468,13,3,Surface Micro-Crack Defect
QC-7372,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-17 00:00:00,528,516,12,5,Shot Peening Surface Roughness Fail
QC-7373,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-16 08:00:00,606,597,9,2,Bending Angle Angular Deviation
QC-7374,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-16 16:00:00,579,561,18,8,Surface Micro-Crack Defect
QC-7375,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-17 00:00:00,623,608,15,6,Surface Micro-Crack Defect
QC-7376,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-16 08:00:00,463,438,25,5,Surface Micro-Crack Defect
QC-7377,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-16 16:00:00,495,479,16,3,Bending Angle Angular Deviation
QC-7378,MCH-PRESS-01,SKU-LS-ISUZU-02,2026-07-17 00:00:00,495,486,9,1,Free Height Dimension Out-of-Spec
QC-7379,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-16 08:00:00,449,435,14,5,Surface Micro-Crack Defect
QC-7380,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-16 16:00:00,452,428,24,9,Bending Angle Angular Deviation
QC-7381,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-17 00:00:00,456,441,15,7,Surface Micro-Crack Defect
QC-7382,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-16 08:00:00,530,501,29,6,Shot Peening Surface Roughness Fail
QC-7383,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-16 16:00:00,644,630,14,6,Quenching Hardness Non-Conforming
QC-7384,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-17 00:00:00,576,569,7,2,Bending Angle Angular Deviation
QC-7385,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-17 08:00:00,892,868,24,7,Free Height Dimension Out-of-Spec
QC-7386,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-17 16:00:00,876,848,28,11,Surface Micro-Crack Defect
QC-7387,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-18 00:00:00,905,888,17,3,Shot Peening Surface Roughness Fail
QC-7388,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-17 08:00:00,893,844,49,21,Bending Angle Angular Deviation
QC-7389,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-17 16:00:00,1013,986,27,11,Surface Micro-Crack Defect
QC-7390,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-18 00:00:00,1028,1006,22,8,Bending Angle Angular Deviation
QC-7391,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-17 08:00:00,491,479,12,5,Quenching Hardness Non-Conforming
QC-7392,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-17 16:00:00,497,480,17,4,Surface Micro-Crack Defect
QC-7393,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-18 00:00:00,491,464,27,11,Surface Micro-Crack Defect
QC-7394,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-17 08:00:00,528,514,14,5,Free Height Dimension Out-of-Spec
QC-7395,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-17 16:00:00,511,505,6,1,Bending Angle Angular Deviation
QC-7396,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-18 00:00:00,506,499,7,1,Bending Angle Angular Deviation
QC-7397,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-17 08:00:00,525,497,28,8,Surface Micro-Crack Defect
QC-7398,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-17 16:00:00,620,610,10,4,Quenching Hardness Non-Conforming
QC-7399,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-18 00:00:00,599,584,15,4,Shot Peening Surface Roughness Fail
QC-7400,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-17 08:00:00,497,470,27,11,Free Height Dimension Out-of-Spec
QC-7401,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-17 16:00:00,570,539,31,10,Free Height Dimension Out-of-Spec
QC-7402,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-18 00:00:00,588,571,17,6,Surface Micro-Crack Defect
QC-7403,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-17 08:00:00,426,403,23,5,Bending Angle Angular Deviation
